"Subject" "space" "frame" "device" "jerk" "magnitude" "statistic" "axis" "avg_value"
11 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.612882270912658
11 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.27658531139557
11 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0191272531933228
11 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.108941761642405
11 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.58947649779557
11 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.490379346996835
11 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.665324314227848
11 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.826829028481013
11 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.866905012626582
11 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0805473309873418
11 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0493914065474684
11 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0480140167267405
11 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.781738140601266
11 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.868377254082279
11 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.795490882468354
11 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.628367851066456
11 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.696771378957911
11 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0547328440272468
11 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0582275770813291
11 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.087284109682356
11 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.739922126628797
11 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.703501766487342
11 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.725016008797468
11 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.542825032813608
11 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.612882270912658
11 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.730526184936709
11 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.0527387028613924
11 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.140209861246835
11 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.975394457689873
11 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.957138770727848
11 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.956812000411392
12 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.564239194378438
12 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.571614888155312
12 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.599109317756219
12 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.591296422972219
12 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.7754265825625
12 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.602960063359688
12 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.579168053712969
12 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.80858300040625
12 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.55928367746625
12 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.65053328158
12 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.578920210879375
12 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.523287078731563
12 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.7266403145
12 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.586922577889687
12 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.553076639139062
12 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.709983235125
12 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.78990285099375
12 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.7973614576875
12 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.717311676745625
12 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.719438065809375
12 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.661246826087188
12 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.74479814778125
12 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.657369914584375
12 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.750393858303125
12 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.7334567315
12 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.70823315425
12 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.6300504918575
12 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.566365683597188
12 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.070430311315625
12 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.0053115377979375
12 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" 0.0003081123684
12 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.582418267596875
12 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.571359817082031
12 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.79262193625
12 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.559586545675313
12 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.5743864944925
12 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.27360872421875
12 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.018337204411489
12 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.106649116775
12 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.583962207065
12 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.522040023435
12 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.699293531365625
12 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.77729447821875
12 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.7863865328125
12 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0731134377315625
12 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.043678823491875
12 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0574585039485312
12 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.709726149496875
12 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.8112325993125
12 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.749351860259375
12 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.63166805889875
12 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.68485805678325
12 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0628663472537188
12 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0592027333975
12 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0960742146838125
12 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.727881704983125
12 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.73506282621875
12 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.671057678528125
12 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.559586545675313
12 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.5743864944925
12 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.69922245131875
12 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.029976775735
12 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0330295544910625
12 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.96738343446875
12 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.9605729084375
12 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.9468085636875
13 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.607295296423853
13 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.617075473106453
13 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.66008217407156
13 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.603340489937615
13 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.710831730361468
13 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.649606227431844
13 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.562129866937645
13 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.744823539571865
13 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.589928108599083
13 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.665344858593272
13 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.638817912651682
13 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.493467193137125
13 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.629736258731804
13 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.620602036452599
13 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.462584458627829
13 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.599036895271407
13 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.712054366504281
13 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.733183567759939
13 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.652225306544343
13 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.691915161336391
13 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.65864242140581
13 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.647152817899388
13 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.620471226529052
13 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.734657989051988
13 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.650623558847401
13 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.685774481529052
13 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.625466938809174
13 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.610248540269939
13 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0794393034550306
13 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00387961953328135
13 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.0123485923641621
13 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.638889532599083
13 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.569700547488012
13 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.728452966311927
13 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.539871637249541
13 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.597230982062691
13 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.275895876198777
13 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0176504796070948
13 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.109135285550765
13 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.624844460199083
13 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.448816097853364
13 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.587230562129052
13 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.712745036012232
13 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.712056186747706
13 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0881182379434251
13 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0440836605146789
13 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0582718748712538
13 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.715772980189602
13 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.718988591831804
13 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.712716428498471
13 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.581215403184709
13 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.636364939544342
13 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0562470618980061
13 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0616613787494801
13 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.098866059686422
13 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.715109859672783
13 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.645728612088685
13 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.643337285033639
13 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.539871637249541
13 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.597230982062691
13 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.709996516908257
13 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.0420858101162079
13 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0443010536786239
13 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.967268063455658
13 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.953540716850153
13 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.938727880275229
14 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.596896308848452
14 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.619215144539319
14 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.654385009392879
14 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.598699531399381
14 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.618712162187307
14 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.661460356953251
14 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.60215894382322
14 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.694424996467802
14 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.490874179820433
14 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.548269930770588
14 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.619513271851703
14 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.455237617000929
14 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.440650672343653
14 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.609406374110062
14 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.376829989404644
14 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.275013722171486
14 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.717590101802972
14 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.760560087962848
14 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.543030528985449
14 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.516930495917399
14 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.699166400749226
14 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.50463317018839
14 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.42391821438452
14 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.740052209854489
14 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.348864187370186
14 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.407672097170898
14 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.608973420309907
14 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.605144269857245
14 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0741757467665015
14 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00443682723817957
14 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00253044692473994
14 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.641964198633003
14 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.586459622773684
14 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.656855586102105
14 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.453262620331889
14 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.474058613408978
14 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.270184596009288
14 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0162548178510526
14 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.100985935692074
14 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.611671118216099
14 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.374730765205077
14 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.29354271467452
14 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.700520939854799
14 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.727023009383901
14 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.107556127062003
14 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0433200489340217
14 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0450693836894427
14 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.7862917325387
14 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.6979155314613
14 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.638299064788854
14 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.416459776709257
14 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.471486714606811
14 "t" "Body" "Gyro" "NA" "NA" "mean" "X" 0.000253671358297214
14 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.0954921154823529
14 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0606712446996904
14 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.728661379340557
14 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.398959362766099
14 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.364478192502167
14 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.453262620331889
14 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.474058613408978
14 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.672081224882353
14 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" -0.111701388781115
14 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" -0.161179728291022
14 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.941245714736842
14 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.942377305312693
14 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.915927846160991
15 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.614817605125915
15 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.643101167069512
15 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.643469519361585
15 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.609408057377744
15 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.805543465588415
15 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.637655155092835
15 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.605854882622652
15 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.845111060762195
15 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.562948391223628
15 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.623655618198171
15 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.583772317445122
15 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.507735205778384
15 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.741745724698171
15 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.547150855443902
15 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.501568435233384
15 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.711431340356707
15 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.83680189402439
15 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.849634463841463
15 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.732394493841463
15 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.695346839682927
15 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.664354428856402
15 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.760711411006098
15 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.711194539920732
15 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.709336168176829
15 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.684504735744512
15 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.751696527195122
15 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.654799694757531
15 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.625660376546646
15 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0776897411304878
15 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00489392052706402
15 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00440993190077744
15 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.624055782158537
15 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.594312678045091
15 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.825820881576219
15 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.527285352000488
15 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.557147874176037
15 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.27821340725
15 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.016464484771311
15 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.112563587594512
15 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.556541173089329
15 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.481679537956006
15 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.705706623868902
15 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.805282669512195
15 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.837120078079268
15 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.0960910108539634
15 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0441270690182012
15 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0555645456881098
15 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.731382711036585
15 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.853956592073171
15 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.795626198384146
15 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.617721779796037
15 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.675336960047866
15 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0281278780610671
15 "t" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.075878845519878
15 "t" "Body" "Gyro" "NA" "NA" "mean" "Z" 0.0906658516
15 "t" "Body" "Gyro" "NA" "NA" "std" "X" -0.696859473045732
15 "t" "Body" "Gyro" "NA" "NA" "std" "Y" -0.708779069191463
15 "t" "Body" "Gyro" "NA" "NA" "std" "Z" -0.721826987530488
15 "t" "Gravity" "Acc" "NA" "Mag" "mean" "NA" -0.527285352000488
15 "t" "Gravity" "Acc" "NA" "Mag" "std" "NA" -0.557147874176037
15 "t" "Gravity" "Acc" "NA" "NA" "mean" "X" 0.688872511512195
15 "t" "Gravity" "Acc" "NA" "NA" "mean" "Y" 0.102660491875
15 "t" "Gravity" "Acc" "NA" "NA" "mean" "Z" 0.0372897701757012
15 "t" "Gravity" "Acc" "NA" "NA" "std" "X" -0.968733398628049
15 "t" "Gravity" "Acc" "NA" "NA" "std" "Y" -0.956369493993902
15 "t" "Gravity" "Acc" "NA" "NA" "std" "Z" -0.947240058048781
16 "f" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.713167613706148
16 "f" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.729869398769672
16 "f" "Body" "Acc" "Jerk" "NA" "mean" "X" -0.744662041612022
16 "f" "Body" "Acc" "Jerk" "NA" "mean" "Y" -0.748627001551913
16 "f" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.752302172079235
16 "f" "Body" "Acc" "Jerk" "NA" "std" "X" -0.73477673661306
16 "f" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.738434398105465
16 "f" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.782089515344262
16 "f" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.666962508246721
16 "f" "Body" "Acc" "NA" "Mag" "std" "NA" -0.712680990765301
16 "f" "Body" "Acc" "NA" "NA" "mean" "X" -0.700885147341803
16 "f" "Body" "Acc" "NA" "NA" "mean" "Y" -0.671572147098798
16 "f" "Body" "Acc" "NA" "NA" "mean" "Z" -0.660989948160437
16 "f" "Body" "Acc" "NA" "NA" "std" "X" -0.656969045058415
16 "f" "Body" "Acc" "NA" "NA" "std" "Y" -0.661844530506831
16 "f" "Body" "Acc" "NA" "NA" "std" "Z" -0.605646725307104
16 "f" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.87277228273224
16 "f" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.886533212213115
16 "f" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.81712881920765
16 "f" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.802078223409836
16 "f" "Body" "Gyro" "NA" "NA" "mean" "X" -0.789780147036612
16 "f" "Body" "Gyro" "NA" "NA" "mean" "Y" -0.815962130027322
16 "f" "Body" "Gyro" "NA" "NA" "mean" "Z" -0.756286641721311
16 "f" "Body" "Gyro" "NA" "NA" "std" "X" -0.804991831502732
16 "f" "Body" "Gyro" "NA" "NA" "std" "Y" -0.809421448142077
16 "f" "Body" "Gyro" "NA" "NA" "std" "Z" -0.756993640724044
16 "t" "Body" "Acc" "Jerk" "Mag" "mean" "NA" -0.725246870486339
16 "t" "Body" "Acc" "Jerk" "Mag" "std" "NA" -0.719647028238525
16 "t" "Body" "Acc" "Jerk" "NA" "mean" "X" 0.0775488885374317
16 "t" "Body" "Acc" "Jerk" "NA" "mean" "Y" 0.00884018328270219
16 "t" "Body" "Acc" "Jerk" "NA" "mean" "Z" -0.00143730005564208
16 "t" "Body" "Acc" "Jerk" "NA" "std" "X" -0.72786174352459
16 "t" "Body" "Acc" "Jerk" "NA" "std" "Y" -0.735080198043716
16 "t" "Body" "Acc" "Jerk" "NA" "std" "Z" -0.767873049380055
16 "t" "Body" "Acc" "NA" "Mag" "mean" "NA" -0.616131116889044
16 "t" "Body" "Acc" "NA" "Mag" "std" "NA" -0.661719690491803
16 "t" "Body" "Acc" "NA" "NA" "mean" "X" 0.277887440374317
16 "t" "Body" "Acc" "NA" "NA" "mean" "Y" -0.0158567888309016
16 "t" "Body" "Acc" "NA" "NA" "mean" "Z" -0.107263924445355
16 "t" "Body" "Acc" "NA" "NA" "std" "X" -0.668161498298634
16 "t" "Body" "Acc" "NA" "NA" "std" "Y" -0.649947067892896
16 "t" "Body" "Acc" "NA" "NA" "std" "Z" -0.603819902386066
16 "t" "Body" "Gyro" "Jerk" "Mag" "mean" "NA" -0.860446372459016
16 "t" "Body" "Gyro" "Jerk" "Mag" "std" "NA" -0.87480016568306
16 "t" "Body" "Gyro" "Jerk" "NA" "mean" "X" -0.107361614801257
16 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Y" -0.0416615668939617
16 "t" "Body" "Gyro" "Jerk" "NA" "mean" "Z" -0.0539470410873497
16 "t" "Body" "Gyro" "Jerk" "NA" "std" "X" -0.858298719153005
16 "t" "Body" "Gyro" "Jerk" "NA" "std" "Y" -0.86957312057377
16 "t" "Body" "Gyro" "Jerk" "NA" "std" "Z" -0.837039926065574
16 "t" "Body" "Gyro" "NA" "Mag" "mean" "NA" -0.718168775628415
16 "t" "Body" "Gyro" "NA" "Mag" "std" "NA" -0.78482286579235
16 "t" "Body" "Gyro" "NA" "NA" "mean" "X" -0.0122341446725137
